[EMBEDDING][INFO]: Loading model all-MiniLM-L6-v2...
[EMBEDDING][INFO]: Embedding column 'title'...
[EMBEDDING][INFO]: Embedding column 'tags'...
[EMBEDDING][INFO]: Embedding column 'description'...
Preprocessing complete. Final shape: (1000, 1181)
         11148287 function calls (10944247 primitive calls) in 68.517 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6708    0.003    0.000    0.055    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
    11662    0.003    0.000    0.004    0.000 inference.py:300(<genexpr>)
    10500    0.003    0.000    0.004    0.000 sre_parse.py:173(append)
     3494    0.003    0.000    0.005    0.000 blocks.py:2884(ensure_block_shape)
        1    0.003    0.003    0.130    0.130 apply.py:1070(apply_series_generator)
       96    0.003    0.000   56.693    0.591 SentenceTransformer.py:1119(forward)
 3522/772    0.003    0.000    2.340    0.003 __init__.py:108(import_module)
    14090    0.003    0.000    0.004    0.000 inspect.py:823(<genexpr>)
    19851    0.003    0.000    0.006    0.000 ECS_CA4_P3_optimized.py:25(<genexpr>)
    27167    0.003    0.000    0.003    0.000 {built-in method _stat.S_ISLNK}
       96    0.003    0.000    0.003    0.000 {built-in method torch._C._linalg.linalg_vector_norm}
     3000    0.003    0.000    0.003    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
     3517    0.003    0.000    0.016    0.000 frame.py:678(_constructor_sliced_from_mgr)
     3405    0.003    0.000    0.007    0.000 dataclasses.py:824(_set_new_attribute)
      738    0.003    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
     4098    0.003    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
     4707    0.003    0.000    0.012    0.000 generic.py:339(_from_mgr)
      311    0.003    0.000    0.003    0.000 {method 'get_slice' of 'builtins.safe_open' objects}
    33546    0.003    0.000    0.003    0.000 {built-in method unicodedata.east_asian_width}
     5929    0.003    0.000    0.003    0.000 flags.py:51(__init__)
    12474    0.003    0.000    0.003    0.000 _docscrape.py:64(eof)
     3819    0.003    0.000    0.005    0.000 inspect.py:773(getfile)
       69    0.003    0.000    0.010    0.000 request.py:2487(getproxies_environment)
     1013    0.003    0.000    0.007    0.000 import_utils.py:2056(<listcomp>)
     1184    0.003    0.000    0.064    0.000 algorithms.py:610(factorize)
    21971    0.003    0.000    0.003    0.000 {built-in method builtins.callable}
     3077    0.003    0.000    0.133    0.000 posixpath.py:392(realpath)
     2646    0.003    0.000    0.016    0.000 inspect.py:1726(getattr_static)
     2663    0.003    0.000    0.293    0.000 trace_rules.py:2893(load_object)
      479    0.003    0.000    0.005    0.000 message.py:462(get)
      348    0.003    0.000    0.005    0.000 parse.py:473(urlsplit)
6319/6309    0.003    0.000    0.014    0.000 {built-in method numpy.asarray}
        1    0.003    0.003    0.003    0.003 {built-in method torch._C._c10d_init}
     1184    0.003    0.000    0.014    0.000 algorithms.py:106(_ensure_data)
    12939    0.003    0.000    0.011    0.000 conflict.py:43(edge)
    10860    0.003    0.000    0.003    0.000 inspect.py:820(<genexpr>)
     3975    0.003    0.000    0.004    0.000 codecs.py:309(__init__)
      401    0.003    0.000    0.021    0.000 _util.py:593(getfullargspec_no_self)
      594    0.003    0.000    0.004    0.000 __init__.py:1366(_fixupParents)
     1550    0.003    0.000    0.006    0.000 inspect.py:1349(formatannotation)
      192    0.003    0.000    0.009    0.000 generic.py:378(__post_init__)
      165    0.002    0.000    0.003    0.000 function.py:329(__init__)
      302    0.002    0.000    0.003    0.000 {built-in method numpy.array}
     3517    0.002    0.000    0.006    0.000 series.py:1480(_set_as_cached)
    19230    0.002    0.000    0.002    0.000 {method 'get' of 'mappingproxy' objects}
       96    0.002    0.000    0.002    0.000 {method 'unbind' of 'torch._C.TensorBase' objects}
       96    0.002    0.000    0.002    0.000 {built-in method torch.cat}
     9034    0.002    0.000    0.002    0.000 inspect.py:1058(tokeneater)
       42    0.002    0.000    0.002    0.000 ctx_mp_python.py:336(__new__)
       96    0.002    0.000    0.687    0.007 tokenization_utils_fast.py:512(_batch_encode_plus)
     8116    0.002    0.000    0.008    0.000 abc.py:117(__instancecheck__)
        5    0.002    0.000    0.013    0.003 concat.py:94(concatenate_managers)
      809    0.002    0.000    0.049    0.000 _pytree.py:1148(tree_map_)
     1211    0.002    0.000    0.007    0.000 decorators.py:766(__call__)
      400    0.002    0.000    0.011    0.000 inspect.py:3206(__str__)
     5957    0.002    0.000    0.004    0.000 construction.py:416(extract_array)
       96    0.002    0.000    0.005    0.000 functional.py:1698(norm)
        1    0.002    0.002    0.002    0.002 {built-in method torch._C._cuda_getDeviceCount}
     3501    0.002    0.000    0.008    0.000 inference.py:273(is_dict_like)
      576    0.002    0.000    3.461    0.006 activations.py:68(forward)
    15098    0.002    0.000    0.002    0.000 {method 'rsplit' of 'str' objects}
    12505    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
    13254    0.002    0.000    0.003    0.000 conflict.py:15(<genexpr>)
 3529/772    0.002    0.000    2.338    0.003 <frozen importlib._bootstrap>:1038(_gcd_import)
      777    0.002    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
     2646    0.002    0.000    0.007    0.000 inspect.py:1696(_check_class)
     5986    0.002    0.000    0.002    0.000 functools.py:65(wraps)
    15769    0.002    0.000    0.002    0.000 {method 'decode' of 'bytes' objects}
  594/402    0.002    0.000    0.005    0.000 tokenization_utils_base.py:1078(__getattr__)
     7293    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:165(__init__)
     9586    0.002    0.000    0.003    0.000 _ops.py:763(__hash__)
     2095    0.002    0.000    0.002    0.000 _ops.py:55(__init__)
     1538    0.002    0.000    0.002    0.000 {built-in method torch._C._has_torch_function_unary}
      738    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
     6508    0.002    0.000    0.008    0.000 typing.py:137(_type_convert)
     4811    0.002    0.000    0.003    0.000 construction.py:481(ensure_wrapped_if_datetimelike)
     3819    0.002    0.000    0.009    0.000 package_importer.py:721(_patched_getfile)
     5884    0.002    0.000    0.002    0.000 flags.py:87(allows_duplicate_labels)
     1919    0.002    0.000    0.009    0.000 inspect.py:3014(replace)
        1    0.002    0.002    0.004    0.004 extmath.py:1064(_incremental_mean_and_var)
    12341    0.002    0.000    0.002    0.000 {built-in method from_bytes}
    14256    0.002    0.000    0.002    0.000 {built-in method builtins.id}
    10599    0.002    0.000    0.006    0.000 base.py:84(<genexpr>)
     2252    0.002    0.000    0.005    0.000 enum.py:986(__and__)
     1183    0.002    0.000    0.003    0.000 sorting.py:165(maybe_lift)
     2605    0.002    0.000    0.014    0.000 typing.py:947(__init__)
       96    0.002    0.000    0.092    0.001 tokenization_utils_base.py:689(convert_to_tensors)
     3526    0.002    0.000    0.002    0.000 blocks.py:294(make_block_same_class)
     3462    0.002    0.000    0.003    0.000 dataclasses.py:817(_set_qualname)
     1862    0.002    0.000    0.004    0.000 typing.py:253(_deduplicate)
     1212    0.002    0.000    0.008    0.000 managers.py:1863(from_array)
    17856    0.002    0.000    0.002    0.000 inspect.py:2687(name)
     3562    0.002    0.000    0.003    0.000 dataclasses.py:448(_field_init)
      739    0.002    0.000    0.005    0.000 <frozen zipimport>:64(__init__)
      319    0.002    0.000    1.084    0.003 import_utils.py:2679(define_import_structure)
        4    0.002    0.001    0.003    0.001 _codata.py:1993(parse_constants_2002to2014)
    10676    0.002    0.000    0.002    0.000 dataclasses.py:424(<genexpr>)
     2323    0.002    0.000    0.002    0.000 {built-in method numpy.arange}
     8209    0.002    0.000    0.002    0.000 managers.py:180(blknos)
     1000    0.002    0.000    0.003    0.000 ECS_CA4_P3_optimized.py:38(<listcomp>)
      261    0.002    0.000    0.002    0.000 {built-in method torch.parse_schema}
     8752    0.002    0.000    0.003    0.000 inspect.py:191(isclass)
     1419    0.002    0.000    0.010    0.000 fromnumeric.py:69(_wrapreduction)
    21486    0.002    0.000    0.002    0.000 inspect.py:2699(kind)
     4643    0.002    0.000    0.003    0.000 common.py:1279(is_extension_array_dtype)
 1155/125    0.002    0.000    2.818    0.023 {built-in method builtins.__import__}
     1264    0.002    0.000    0.006    0.000 _dtype.py:350(_name_get)
1246/1244    0.002    0.000    0.008    0.000 module.py:1944(__setattr__)
     2846    0.002    0.000    0.002    0.000 module.py:2740(named_children)
      194    0.002    0.000    0.003    0.000 enum.py:222(<setcomp>)
 1051/123    0.002    0.000    0.004    0.000 module.py:2154(state_dict)
     4544    0.002    0.000    0.004    0.000 os.py:698(__iter__)
     3517    0.002    0.000    0.002    0.000 blocks.py:1319(iget)
     1248    0.002    0.000    0.002    0.000 {built-in method torch._C._get_cudnn_enabled}
     3531    0.002    0.000    0.002    0.000 take.py:564(_take_preprocess_indexer_and_fill_value)
2583/1760    0.002    0.000    0.079    0.000 typing.py:401(__getitem__)
     3494    0.002    0.000    0.003    0.000 generic.py:4421(_check_setitem_copy)
      199    0.002    0.000    0.011    0.000 __init__.py:816(__init__)
     2390    0.002    0.000    0.002    0.000 enum.py:470(__setattr__)
      681    0.002    0.000    0.003    0.000 posixpath.py:150(dirname)
      689    0.002    0.000    0.006    0.000 __init__.py:804(mtime)
     3600    0.002    0.000    0.004    0.000 construction.py:693(_sanitize_ndim)
      136    0.002    0.000    0.004    0.000 facts.py:599(deduce_all_facts)
     3573    0.002    0.000    0.020    0.000 genericpath.py:16(exists)
      319    0.002    0.000    0.048    0.000 import_utils.py:2553(spread_import_structure)
1299/1174    0.002    0.000    0.002    0.000 configuration_utils.py:206(__getattribute__)
      764    0.002    0.000    0.045    0.000 dataclasses.py:587(_repr_fn)
     5754    0.002    0.000    0.002    0.000 {method 'values' of 'mappingproxy' objects}
       21    0.002    0.000    0.002    0.000 client.py:1214(_validate_method)
      681    0.002    0.000    0.008    0.000 __init__.py:1315(getLogger)
    10041    0.002    0.000    0.003    0.000 sre_parse.py:250(match)
     9338    0.002    0.000    0.003    0.000 common.py:1272(is_1d_only_ea_dtype)
     1248    0.002    0.000    0.004    0.000 __init__.py:38(__get__)
     4461    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:826(find_spec)
     1162    0.002    0.000    0.012    0.000 base.py:3245(union)
     5100    0.002    0.000    0.002    0.000 typing_extensions.py:172(_should_collect_from_parameters)
     3761    0.002    0.000    0.003    0.000 inspect.py:632(_is_wrapper)
     3592    0.002    0.000    0.002    0.000 managers.py:2004(internal_values)
     1056    0.002    0.000    0.002    0.000 generic.py:453(__setattr__)
     5037    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
     1225    0.002    0.000    0.019    0.000 _ops.py:1289(_get_packet)
     4678    0.002    0.000    0.004    0.000 frame.py:1648(__len__)
        4    0.002    0.000    0.387    0.097 frame.py:4325(_setitem_array)
        7    0.002    0.000    0.003    0.000 _builtins.py:154(register_all)
    21731    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
     1177    0.002    0.000    0.023    0.000 managers.py:557(copy)
      274    0.002    0.000    0.005    0.000 _collections_abc.py:991(update)
     1005    0.002    0.000    0.006    0.000 module.py:2600(_named_members)
     1168    0.002    0.000    0.025    0.000 generic.py:6681(copy)
      764    0.002    0.000    0.006    0.000 dataclasses.py:227(_recursive_repr)
     1212    0.002    0.000    0.024    0.000 {built-in method builtins.sorted}
     5899    0.002    0.000    0.002    0.000 managers.py:1837(__init__)
     2894    0.002    0.000    0.003    0.000 _docscrape.py:57(seek_next_non_empty_line)
     3518    0.002    0.000    0.004    0.000 blocks.py:255(fill_value)
     3572    0.002    0.000    0.003    0.000 series.py:734(name)
     1028    0.002    0.000    0.005    0.000 _ops.py:1084(<dictcomp>)
     2663    0.002    0.000    0.270    0.000 trace_rules.py:2883(_load_obj_from_str)
      823    0.002    0.000    0.038    0.000 typing.py:523(Optional)
      111    0.002    0.000    0.073    0.001 _distn_infrastructure.py:1846(__init__)
       20    0.002    0.000    0.002    0.000 {method 'argsort' of 'numpy.ndarray' objects}
      271    0.002    0.000    0.016    0.000 library.py:94(__init__)
     3068    0.002    0.000    0.003    0.000 dataclasses.py:367(field)
     5531    0.002    0.000    0.013    0.000 typing.py:515(<genexpr>)
    10856    0.002    0.000    0.002    0.000 _docscrape.py:43(__getitem__)
     4731    0.002    0.000    0.003    0.000 os.py:759(decode)
     1184    0.002    0.000    0.007    0.000 algorithms.py:280(_check_object_for_strings)
        1    0.002    0.002    0.011    0.011 _regex_core.py:1(<module>)
     2218    0.002    0.000    0.002    0.000 {method 'items' of 'mappingproxy' objects}
     2646    0.002    0.000    0.002    0.000 inspect.py:1687(_check_instance)
        1    0.002    0.002    0.018    0.018 _data.py:1057(transform)
     3591    0.002    0.000    0.003    0.000 common.py:1444(_is_dtype_type)
       96    0.002    0.000    0.004    0.000 tokenization_utils_fast.py:437(set_truncation_and_padding)
     4800    0.002    0.000    0.006    0.000 _collections_abc.py:885(__iter__)
        1    0.002    0.002    0.019    0.019 _data.py:528(transform)
     5100    0.002    0.000    0.006    0.000 typing_extensions.py:3114(_is_unpacked_typevartuple)
     3068    0.002    0.000    0.002    0.000 dataclasses.py:286(__init__)
       96    0.002    0.000    0.700    0.007 tokenization_utils_base.py:2772(__call__)
      920    0.002    0.000    0.007    0.000 pathlib.py:569(_parse_args)
       89    0.002    0.000    0.012    0.000 conflict.py:62(<listcomp>)
      355    0.002    0.000    0.117    0.000 sre_compile.py:783(compile)
     3657    0.002    0.000    0.002    0.000 message.py:479(set_raw)
     7953    0.002    0.000    0.002    0.000 sre_parse.py:161(__len__)
       72    0.002    0.000    0.040    0.001 _docscrape.py:388(_parse)
        3    0.002    0.001    0.200    0.067 SentenceTransformer.py:1015(<listcomp>)
      240    0.002    0.000    0.214    0.001 inspect.py:932(findsource)
     7023    0.002    0.000    0.002    0.000 common.py:1409(_get_dtype)
2627/2571    0.002    0.000    0.045    0.000 {built-in method builtins.next}
      288    0.002    0.000    0.190    0.001 sparse.py:189(forward)
      953    0.002    0.000    0.003    0.000 _collections_abc.py:909(__iter__)
     2368    0.002    0.000    0.004    0.000 algorithms.py:184(_reconstruct_data)
     2997    0.002    0.000    0.002    0.000 import_utils.py:2337(<listcomp>)
      466    0.002    0.000    0.002    0.000 typing.py:206(_collect_type_vars)
     2328    0.002    0.000    0.003    0.000 common.py:103(_maybe_match_name)
       39    0.002    0.000    1.653    0.042 utils.py:1(<module>)
    10689    0.002    0.000    0.002    0.000 typing.py:1022(<genexpr>)
     1168    0.002    0.000    0.005    0.000 frame.py:12682(_reindex_for_setitem)
       96    0.002    0.000   56.537    0.589 Transformer.py:429(forward)
      607    0.001    0.000    0.009    0.000 posixpath.py:466(relpath)
     1687    0.001    0.000    0.003    0.000 dataclasses.py:400(_tuple_str)
     7034    0.001    0.000    0.001    0.000 common.py:152(cast_scalar_indexer)
       75    0.001    0.000    0.002    0.000 __init__.py:1403(_clear_cache)
      327    0.001    0.000    0.007    0.000 parse.py:380(urlparse)
     3734    0.001    0.000    0.002    0.000 _docscrape.py:91(peek)
     6426    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     1183    0.001    0.000    0.067    0.000 frame.py:6932(f)
      214    0.001    0.000    0.003    0.000 version.py:188(__init__)
     1235    0.001    0.000    0.003    0.000 inspect.py:1997(_signature_is_functionlike)
     3563    0.001    0.000    0.004    0.000 common.py:568(require_length_match)
     1832    0.001    0.000    0.001    0.000 {method 'search' of 're.Pattern' objects}
     1169    0.001    0.000    0.007    0.000 inspect.py:2721(__str__)
     1419    0.001    0.000    0.002    0.000 sre_compile.py:265(_compile_charset)
     7952    0.001    0.000    0.002    0.000 _docscrape.py:80(is_empty)
